"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/list.csv?datainfo&rowcount&base_name=primates&show=ref"
"Access Time","Mon 2023-03-13 21:35:20 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","primates"
"","timerule","major"
"","taxon_status","all"
"","show","ref"
"Elapsed Time","0.00432"
"Records Found","2322"
"Records Returned","2322"
"Records:"
"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no","primary_reference"
"1095","spm","N","0","0","","","","","","m1","","3","","","Szalay 1976 (remeasured from Macdonald 1963, 1970)","Ekgmowechashala philotau","species","46013","","Ekgmowechashala philotau","species","46013","","","3353","F. S. Szalay. 1976. Systematics of the Omomyidae (Tarsiiformes, Primates) : taxonomy, phylogeny, and adaptations. Bulletin of the American Museum of Natural History 156(3)"
"1101","spm","N","0","0","","","","","","m1","","1","","","Simpson 1937a","Elphidotarsius florencae","species","46063","","Elphidotarsius florencae","species","46063","","","3144","G. G. Simpson. 1937. The Fort Union of the Crazy Mountain field, Montana and its mammalian faunas. Bulletin of the United States National Museum 169:1-287"
"1102","spm","N","0","0","","","","","","m1","","14","","","Rose 1975 (Rock Bench Quarry)","Elphidotarsius florencae","species","46063","","Elphidotarsius florencae","species","46063","","","8850","J. Alroy. 2000. New methods for quantifying macroevolutionary patterns and processes. Paleobiology 26(4):707-733"
"1103","spm","","166419","0","15025","","","","","m1","","2","","","Silcox et al. 2001 (Douglass Quarry)","Elphidotarsius russelli","species","46064","","Elphidotarsius russelli","species","46064","61.7","56.8","3871","M. T. Silcox, D. W. Krause, and M. C. Maas, R. C. Fox. 2001. New specimens of Elphidotarsius russelli (Mammalia, ?Primates, Carpolestidae) and a revision of plesiadapoid relationships. Journal of Vertebrate Paleontology 21(1):132-152"
"1104","spm","","166448","0","15030","","","","","m1","","1","","","Silcox et al. 2001 (Glennie Quarry)","Elphidotarsius russelli","species","46064","","Elphidotarsius russelli","species","46064","61.7","56.8","3871","M. T. Silcox, D. W. Krause, and M. C. Maas, R. C. Fox. 2001. New specimens of Elphidotarsius russelli (Mammalia, ?Primates, Carpolestidae) and a revision of plesiadapoid relationships. Journal of Vertebrate Paleontology 21(1):132-152"
"1105","spm","","166295","0","15010","","","","","m1","","1","","","Silcox et al. 2001 (Bingo Quarry)","Elphidotarsius russelli","species","46064","","Elphidotarsius russelli","species","46064","61.7","56.8","3871","M. T. Silcox, D. W. Krause, and M. C. Maas, R. C. Fox. 2001. New specimens of Elphidotarsius russelli (Mammalia, ?Primates, Carpolestidae) and a revision of plesiadapoid relationships. Journal of Vertebrate Paleontology 21(1):132-152"
"1106","spm","","165683","0","14939","","","","","m1","","1","","","Silcox et al. 2001 (Cochrane 2)","Elphidotarsius russelli","species","46064","","Elphidotarsius russelli","species","46064","61.7","56.8","3871","M. T. Silcox, D. W. Krause, and M. C. Maas, R. C. Fox. 2001. New specimens of Elphidotarsius russelli (Mammalia, ?Primates, Carpolestidae) and a revision of plesiadapoid relationships. Journal of Vertebrate Paleontology 21(1):132-152"
"1107","spm","N","0","0","","","","","","m1","","1","","","Gazin 1971","Elphidotarsius shotgunensis","species","46065","","Elphidotarsius shotgunensis","species","46065","","","1622","C. L. Gazin. 1971. Paleocene primates from the Shotgun Member of the Fort Union Formation in the Wind River Basin, Wyoming. Proceedings of the Biological Society of Washington 84(3):13-38"
"1108","spm","N","0","0","","","holotype","","","m1","","4","","","Fox 1984e (Blindman River: includes type)","Elphidotarsius wightoni","species","46066","","Elphidotarsius wightoni","species","46066","","","1530","R. C. Fox. 1984. A new species of the Paleocene primate Elphidotarsius Gidley: its stratigraphic position and evolutionary relationships. Canadian Journal of Earth Sciences 21:1268-1277"
"1112","spm","","175408","2873","16499","","holotype","","","m1","","1","","","Rose and Bown 1982 (type: Vass Quarry)","Elwynella oreas","species","46071","","Elwynella oreas","species","46071","50.3","46.2","2963","K. D. Rose and T. M. Bown. 1982. New Plesiadapiform Primates from the Eocene of Wyoming and Montana. Journal of Vertebrate Paleontology 2(1):63-69"
"1113","spm","","175408","2873","16499","","","","","m1","","1","","","Rose and Bown 1982 (referred: Vass Quarry)","Elwynella oreas","species","46071","","Elwynella oreas","species","46071","50.3","46.2","2963","K. D. Rose and T. M. Bown. 1982. New Plesiadapiform Primates from the Eocene of Wyoming and Montana. Journal of Vertebrate Paleontology 2(1):63-69"
"1387","spm","N","0","0","","","","","","m1","","487","","","Gingerich 1995a (Clark's Fork Basin: updates Rose 1981)","Haplomylus speirianus","species","46798","recombined as","Microsyops speirianus","species","47187","","","1662","P. D. Gingerich. 1994. New species of Apheliscus, Haplomylus, and Hyopsodus (Mammalia, Condylarthra) from the late Paleocene of southern Montana and early Eocene of northwestern Wyoming. Contributions from the Museum of Paleontology, University of Michigan 29(6):119-134"
"1388","spm","N","0","0","","","","","","m1","","1","","","Davidson 1987 (Cooper Lake)","Haplomylus speirianus","species","46798","recombined as","Microsyops speirianus","species","47187","","","1333","J. R. Davidson. 1987. Geology and mammalian paleontology of the Wind River Formation, Laramie Basin, southeastern Wyoming. Contributions to Geology, University of Wyoming 25(2):103-132"
"1389","spm","","172556","0","15912","","","","","m1","","25","","","Robinson and Williams 1997 (UCM 81003)","Haplomylus speirianus","species","46798","recombined as","Microsyops speirianus","species","47187","55.8","50.3","2929","P. Robinson and B. A. Williams. 1997. Species diversity, tooth size, and shape of Haplomylus (Condylarthra, Hyopsodontidae) from the Powder River Basin, northeastern Wyoming. Contributions to Geology, University of Wyoming 31(2):59-78"
"1390","spm","","172324","0","15884","","","","","m1","","14","","","Robinson and Williams 1997 (UCM 84127)","Haplomylus speirianus","species","46798","recombined as","Microsyops speirianus","species","47187","55.8","50.3","2929","P. Robinson and B. A. Williams. 1997. Species diversity, tooth size, and shape of Haplomylus (Condylarthra, Hyopsodontidae) from the Powder River Basin, northeastern Wyoming. Contributions to Geology, University of Wyoming 31(2):59-78"
"1411","spm","N","0","0","","","holotype","","","m1","","1","","","Beard et al. 1992 (type)","Hemiacodon casamissus","species","46846","","Hemiacodon casamissus","species","46846","","","8850","J. Alroy. 2000. New methods for quantifying macroevolutionary patterns and processes. Paleobiology 26(4):707-733"
"1412","spm","N","0","0","","","","","","m1","","1","","","Gazin 1958a (Marsh 1872)","Hemiacodon gracilis","species","46847","","Hemiacodon gracilis","species","46847","","","1613","C. L. Gazin. 1958. A review of the middle and upper Eocene primates of North America. Smithsonian Miscellaneous Collections 136(1):1-112"
"1413","spm","N","0","0","","","","","","m1","","2","","","Gazin 1958a","Hemiacodon gracilis","species","46847","","Hemiacodon gracilis","species","46847","","","1613","C. L. Gazin. 1958. A review of the middle and upper Eocene primates of North America. Smithsonian Miscellaneous Collections 136(1):1-112"
"1414","spm","N","0","0","","","","","","m1","","84","","","Gunnell 1995a (Bridger B, C, D)","Hemiacodon gracilis","species","46847","","Hemiacodon gracilis","species","46847","","","1732","G. F. Gunnell. 1995. Omomyid primates (Tarsiiformes) from the Bridger Formation, middle Eocene, southern Green River Basin, Wyoming. Journal of Human Evolution 28"
"1628","spm","N","0","0","","","","","","m1","","1","","","Scott 2003 (Who Nose)","Ignacius fremontensis","species","47352","","Ignacius fremontensis","species","50325","","","8850","J. Alroy. 2000. New methods for quantifying macroevolutionary patterns and processes. Paleobiology 26(4):707-733"
"1629","spm","","166053","0","14978","","","","","m1","","9","","","Krause 1978 (Roche Percee)","Ignacius frugivorus","species","47353","","Ignacius frugivorus","species","47353","61.7","56.8","2156","D. W. Krause. 1978. Paleocene primates from western Canada. Canadian Journal of Earth Sciences 15"
"1630","spm","","165800","0","14952","","","","","m1","","1","","","Winterfeld 1982 (Hallelujah Hill)","Ignacius frugivorus","species","47353","","Ignacius frugivorus","species","47353","61.7","56.8","3716","G. F. Winterfeld. 1982. Mammalian paleontology of the Fort Union Formation (Paleocene), eastern Rock Springs Uplift, Sweetwater County, Wyoming. Contributions to Geology, University of Wyoming 21(1):73-112"
"1631","spm","N","0","0","","","","","","m1","","3","","","Bown and Rose 1976 (Gray Bull beds)","Ignacius graybullianus","species","47354","","Ignacius graybullianus","species","47354","","","1120","T. M. Bown and K. D. Rose. 1976. New Early Tertiary Primates and a Reappraisal of some Plesiadapiformes. Folia Primatologica 26"
"1632","spm","N","0","0","","","","","","m1","","3","","","Rose 1981 (Clark's Fork Basin)","Ignacius graybullianus","species","47354","","Ignacius graybullianus","species","47354","","","8850","J. Alroy. 2000. New methods for quantifying macroevolutionary patterns and processes. Paleobiology 26(4):707-733"
"1665","spm","N","0","0","","","holotype","","","m1","","1","","","Beard 1988a (type)","Jemezius szalayi","species","47419","","Jemezius szalayi","species","47419","","","1035","K. C. Beard. 1987. Jemezius, a new omomyid primate from the early Eocene of northwestern New Mexico. Journal of Human Evolution 16(6):457-468"
"1666","spm","","168539","0","15436","","","","","m1","","2","","","Beard 1988a (San Jose Fm.)","Jemezius szalayi","species","47419","","Jemezius szalayi","species","47419","55.8","50.3","1035","K. C. Beard. 1987. Jemezius, a new omomyid primate from the early Eocene of northwestern New Mexico. Journal of Human Evolution 16(6):457-468"
"1849","spm","N","0","0","","","holotype","","","m1","","1","","","Bown and Rose 1984 (type)","Loveina minuta","species","47774","","Loveina minuta","species","49193","","","1122","T. M. Bown and K. D. Rose. 1984. Reassessment of Some Early Eocene Omomyidae, with Description of a New Genus and Three New Species. Folia Primatologica 43"
"1850","spm","","173118","0","16005","YPM PU 17317","holotype","","","m1","","1","table","","remeasured from Gunnell et al. 1992","Loveina wapitiensis","species","47777","","Loveina wapitiensis","species","47777","55.8","50.3","1749","G. F. Gunnell, W. S. Bartels, and P. D. Ginberich, V. Torres. 1992. Wapiti Valley Faunas: Early and Middle Eocene Fossil Vertebrates from the North Fork of the Shoshone River, Park County, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 28(11):247-287"
"1851","spm","N","0","0","","","holotype","","","m1","","1","","","Bown and Rose 1984 (type: remeasured from Simpson 1940, Szalay 1976)","Loveina zephyri","species","47778","","Loveina zephyri","species","47778","","","1122","T. M. Bown and K. D. Rose. 1984. Reassessment of Some Early Eocene Omomyidae, with Description of a New Genus and Three New Species. Folia Primatologica 43"
"1852","spm","N","0","0","","","","","","m1","","1","","","Szalay 1976 (AMNH Huerfano)","Loveina zephyri","species","47778","","Loveina zephyri","species","47778","","","3353","F. S. Szalay. 1976. Systematics of the Omomyidae (Tarsiiformes, Primates) : taxonomy, phylogeny, and adaptations. Bulletin of the American Museum of Natural History 156(3)"
"1853","spm","N","0","0","","","","","","m1","","1","","","Bown and Rose 1984 (see also Bown 1979, Gazin 1962)","Loveina zephyri","species","47778","","Loveina zephyri","species","47778","","","1122","T. M. Bown and K. D. Rose. 1984. Reassessment of Some Early Eocene Omomyidae, with Description of a New Genus and Three New Species. Folia Primatologica 43"
"1893","spm","","176458","0","16654","","holotype","","","m1","","1","","","Krishtalka 1978 (type, White River Pocket: remeasured from Robinson 1968a)","Macrotarsius jepseni","species","47852","","Macrotarsius jepseni","species","46848","46.2","40.4","2172","L. Krishtalka. 1978. Paleontology and geology of the Badwater Creek area, central Wyoming\r\nPart 15. Review of the late Eocene primates from Wyoming and Utah,\r\nand the Plesitarsiiformes. Annals of Carnegie Museum 47(15):335-360"
"1894","spm","N","0","0","","","","","","m1","","2","","","Lillegraven 1980","Macrotarsius jepseni","species","47852","","Macrotarsius jepseni","species","46848","","","2233","J. A. Lillegraven. 1980.  Primates from Later Eocene Rocks of Southern California. Journal of Mammalogy 61(2)"
"1895","spm","N","0","0","","","holotype","","","m1","","1","","","Krishtalka 1978 (type: revised from Clark 1941)","Macrotarsius montanus","species","47853","","Macrotarsius montanus","species","47853","","","2172","L. Krishtalka. 1978. Paleontology and geology of the Badwater Creek area, central Wyoming\r\nPart 15. Review of the late Eocene primates from Wyoming and Utah,\r\nand the Plesitarsiiformes. Annals of Carnegie Museum 47(15):335-360"
"1896","spm","","177608","3333","16845","","","","","m1","","1","","","Storer 1990 (Lac Pelletier)","Macrotarsius montanus","species","47853","","Macrotarsius montanus","species","47853","40.4","37.2","3309","J. E. Storer. 1990. Primates of the Lac Pelletier Lower Fauna (Eocene: Duchesnean), Saskatchewan. Canadian Journal of Earth Sciences 27"
"1897","spm","N","0","0","","","","","","m1","","2","","","Krishtalka 1978 (Badwater: remeasured from Robinson 1968a)","Macrotarsius siegerti","species","47855","","Macrotarsius siegerti","species","47855","","","2172","L. Krishtalka. 1978. Paleontology and geology of the Badwater Creek area, central Wyoming\r\nPart 15. Review of the late Eocene primates from Wyoming and Utah,\r\nand the Plesitarsiiformes. Annals of Carnegie Museum 47(15):335-360"
"1898","spm","N","0","0","","","","","","m1","","1","","","Eaton 1985","Macrotarsius siegerti","species","47855","","Macrotarsius siegerti","species","47855","","","1405","J. G. Eaton. 1985. Paleontology and Correlation of the Eocene Tepee Trail and Wiggins Formations in the North Fork of Owl Creek Area, Southeastern Absaroka Range, Hot Springs County, Wyoming. Journal of Vertebrate Paleontology 5(4)"
"1940","spm","N","0","0","","","","","","m1","","9","","","Gunnell 1989 (Huerfano: AMNH; revises Szalay 1969a)","Megadelphus lundeliusi","species","47998","","Megadelphus lundeliusi","species","45484","","","1730","G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157"
"1941","spm","N","0","0","","","","","","m1","","4","","","Gunnell 1989 (Huerfano: U Colorado; revises Szalay 1969a)","Megadelphus lundeliusi","species","47998","","Megadelphus lundeliusi","species","45484","","","1730","G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157"
"2155","spm","","166163","0","14992","","","","","m1","","2","","","Fox 1984d (Saxonella Locality)","Micromomys fremdi","species","48517","recombined as","Foxomomys fremdi","species","48517","61.7","56.8","1529","R. C. Fox. 1984. The dentition and relationships of the Paleocene primate Micromomys Szalay, with description of a new species. Canadian Journal of Earth Sciences 21:1262-1267"
